targetId	gid	giAcc	refseq	symbol	geneid	chr	cytoband	startpos	stoppos	description	control_det_rate	case_det_rate	venn_state
GI_4505324-S	GI_4505324-S	GI_4505324	NM_003731.1	SSNA1	8636	9	9q34.3	139202953	139204638	Sjogren syndrome nuclear autoantigen 1	0.994681	1.00000	both
GI_27734964-S	GI_27734964-S	GI_27734964	NM_173691.1	C9orf75	286262	9	9q34.3	139205889	139214377	chromosome 9 open reading frame 75	1.00000	1.00000	both
GI_16596685-S	GI_16596685-S	GI_16596685	NM_053045.1	MGC14327	94107	9	9q34.3	139218354	139219910	hypothetical protein MGC14327	1.00000	1.00000	both
GI_7657392-S	GI_7657392-S	GI_7657392	NM_014434.1	NR1	27158	9	9q34.3	139220003	139231281	NADPH dependent diflavin oxidoreductase 1	0.989362	0.965909	both
GI_39725688-S	GI_39725688-S	GI_39725688	NM_006088.3	TUBB2	10383	9	9q34	139255531	139257979	"tubulin, beta 2C"	1.00000	1.00000	both
GI_20070259-S	GI_20070259-S	GI_20070259	NM_015456.2	COBRA1	25920	9	9q34	139269767	139287814	cofactor of BRCA1	1.00000	1.00000	both
GI_31377745-S	GI_31377745-S	GI_31377745	NM_017820.2	FLJ20433	54932	9	9q34.3	139321177	139437434	hypothetical protein FLJ20433	0.989362	0.948864	both
GI_37540000-S	GI_37540000-S	GI_37540000	XM_351868.1	NOXA1	10811	9	9q34.3	139437667	139448678	NADPH oxidase activator 1	1.00000	0.960227	both
GI_33354243-A	GI_33354243-A	GI_33354243	NM_182780.1	NELF	26012	9	9q34.3	139462497	139473574	nasal embryonic LHRH factor	0.936170	0.857955	control
GI_38524588-S	GI_38524588-S	GI_38524588	NM_152286.2	FLJ43070	375775	9	9q34.3	139474225	139564656	patatin-like phospholipase domain containing 7	1.00000	1.00000	both
GI_21265092-S	GI_21265092-S	GI_21265092	NM_032477.1	MRPL41	64975	9	9q34.3	139566164	139566826	mitochondrial ribosomal protein L41	1.00000	1.00000	both
GI_24308451-S	GI_24308451-S	GI_24308451	NM_138778.1	LOC92715	92715	9	9q34.3	139569181	139593207	WD repeat domain 85	1.00000	1.00000	both
GI_37594445-S	GI_37594445-S	GI_37594445	NM_138462.2	ZMYND19	116225	9	9q34.3	139596351	139604757	"zinc finger, MYND-type containing 19"	0.957447	0.931818	both
GI_24475727-S	GI_24475727-S	GI_24475727	NM_032937.2	C9orf37	85026	9	9q34.3	139629609	139633069	chromosome 9 open reading frame 37	1.00000	0.988636	both
GI_42659039-S	GI_42659039-S	GI_42659039	XM_376925.1	LOC401560	401560	9	9q34.3	null	null	chromosome 9 open reading frame 151	0.904255	0.835227	control
GI_42659267-S	GI_42659267-S	GI_42659267	XM_379668.1	LOC401552	401552	9	9q34.13	null	null	hypothetical gene supported by AK124723; AL833509	1.00000	1.00000	both
GI_42659113-S	GI_42659113-S	GI_42659113	XM_379642.1	LOC401528	401528	9	9q12	null	null	hypothetical gene supported by BC032955	0.925532	0.607955	control
GI_42659182-S	GI_42659182-S	GI_42659182	XM_379629.1	LOC401500	401500	9	9p21.1	null	null	hypothetical gene supported by AL512690	1.00000	1.00000	both
GI_42659148-S	GI_42659148-S	GI_42659148	XM_379617.1	LOC401488	401488	9	9p24.3	null	null	hypothetical gene supported by AK093004	1.00000	1.00000	both
GI_37539539-S	GI_37539539-S	GI_37539539	XM_353491.1	LOC375768	375768	9	9q34.3	null	null	LOC375768	1.00000	1.00000	both
GI_37540497-S	GI_37540497-S	GI_37540497	XM_353487.1	LOC375758	375758	9	9q34.13	null	null	LOC375758	0.989362	0.943182	both
GI_37540257-S	GI_37540257-S	GI_37540257	XM_351798.1	LOC375693	375693	9	9p24.1	null	null	similar to Selenoprotein T	0.904255	0.778409	control
GI_27480778-S	GI_27480778-S	GI_27480778	XM_209959.1	LOC286224	286224	9	9q21.32	null	null	similar to chromosome 7 open reading frame 17 protein; 16.7kD protein	0.914894	0.801136	control
GI_33667080-S	GI_33667080-S	GI_33667080	NM_031297.2	DKFZP761H1710	83459	9	9q34.3	null	null	hypothetical protein LOC83459	1.00000	1.00000	both
GI_38570112-S	GI_38570112-S	GI_38570112	NM_152643.3	RASGEF2	196746	10	10q26.3	0	0	"RasGEF domain family, member 2"	1.00000	1.00000	both
GI_13376321-S	GI_13376321-S	GI_13376321	NM_024880.1	FLJ23556	79938	10	10q26.11	0	0	hypothetical protein FLJ23556	0.994681	0.982955	both
GI_44888817-S	GI_44888817-S	GI_44888817	NM_014974.1	KIAA0934	22982	10	10p15.3	311431	725605	DIP2 disco-interacting protein 2 homolog C (Drosophila)	1.00000	1.00000	both
GI_6912531-S	GI_6912531-S	GI_6912531	NM_012341.1	GTPBP4	23560	10	10p15-p14	1024348	1053707	GTP binding protein 4	1.00000	1.00000	both
GI_40018632-S	GI_40018632-S	GI_40018632	NM_004508.2	IDI1	3422	10	10p15.3	1075962	1085060	isopentenyl-diphosphate delta isomerase 1	1.00000	1.00000	both
GI_8922076-S	GI_8922076-S	GI_8922076	NM_018702.1	ADARB2	105	10	10p15.3	1218072	1769669	"adenosine deaminase, RNA-specific, B2 (RED2 homolog rat)"	0.984043	0.994318	both
GI_41352062-S	GI_41352062-S	GI_41352062	NM_002627.3	PFKP	5214	10	10p15.3-p15.2	3099751	3168995	"phosphofructokinase, platelet"	1.00000	1.00000	both
GI_24497580-S	GI_24497580-S	GI_24497580	NM_001353.4	AKR1C1	1645	10	10p15-p14	4995453	5010157	"aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase)"	0.989362	1.00000	both
GI_45446741-S	GI_45446741-S	GI_45446741	NM_001354.4	AKR1C2	1646	10	10p15-p14	5021964	5050206	"aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III)"	1.00000	1.00000	both
GI_24497582-S	GI_24497582-S	GI_24497582	NM_003739.4	AKR1C3	8644	10	10p15-p14	5126567	5139877	"aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)"	1.00000	1.00000	both
GI_19923326-S	GI_19923326-S	GI_19923326	NM_005863.2	NET1	10276	10	10p15	5478582	5490413	neuroepithelial cell transforming gene 1	1.00000	1.00000	both
GI_22208956-S	GI_22208956-S	GI_22208956	NM_024701.2	ASB13	79754	10	10p15.1	5720836	5748546	ankyrin repeat and SOCS box-containing 13	0.925532	0.914773	both
GI_37620164-S	GI_37620164-S	GI_37620164	NM_017782.2	FLJ20360	54906	10	10p15.1	5766385	5846948	chromosome 10 open reading frame 18	0.994681	0.988636	both
GI_6598322-S	GI_6598322-S	GI_6598322	NM_001494.2	GDI2	2665	10	10p15	5847191	5895378	GDP dissociation inhibitor 2	1.00000	1.00000	both
GI_30795118-A	GI_30795118-A	GI_30795118	NM_178150.1	FBXO18	84893	10	10p15.1	5972219	6019561	"F-box protein, helicase, 18"	1.00000	1.00000	both
GI_40255242-S	GI_40255242-S	GI_40255242	NM_032905.3	RBM17	84991	10	10p15.1	6171012	6198848	RNA binding motif protein 17	0.968085	0.994318	both
GI_4885078-S	GI_4885078-S	GI_4885078	NM_005174.1	ATP5C1	509	10	10p15.1	7870098	7889769	"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"	1.00000	1.00000	both
GI_5729815-S	GI_5729815-S	GI_5729815	NM_006561.1	CUGBP2	10659	10	10p13	11087289	11418679	"CUG triplet repeat, RNA binding protein 2"	1.00000	1.00000	both
GI_42659463-S	GI_42659463-S	GI_42659463	XM_374768.1	USP6NL	9712	10	10p13	11542514	11693774	USP6 N-terminal like	0.941489	0.880682	control
GI_18375674-A	GI_18375674-A	GI_18375674	NM_015542.2	UPF2	26019	10	10p14-p13	12002026	12125028	UPF2 regulator of nonsense transcripts homolog (yeast)	1.00000	1.00000	both
GI_18375674-I	GI_18375674-I	GI_18375674	NM_015542.2	UPF2	26019	10	10p14-p13	12002026	12125028	UPF2 regulator of nonsense transcripts homolog (yeast)	0.989362	0.988636	both
GI_38788379-S	GI_38788379-S	GI_38788379	NM_018706.4	DHTKD1	55526	10	10p14	12150976	12205229	dehydrogenase E1 and transketolase domain containing 1	0.946809	0.948864	both
GI_14589846-S	GI_14589846-S	GI_14589846	NM_018144.2	SEC61A2	55176	10	10p14	12211703	12246831	Sec61 alpha 2 subunit (S. cerevisiae)	0.968085	0.909091	both
GI_37594463-S	GI_37594463-S	GI_37594463	NM_014142.2	NUDT5	11164	10	10p14-p13	12249578	12278148	nudix (nucleoside diphosphate linked moiety X)-type motif 5	0.984043	1.00000	both
GI_5174422-S	GI_5174422-S	GI_5174422	NM_006023.1	C10orf7	8872	10	10p13	12277970	12332592	cell division cycle 123 homolog (S. cerevisiae)	1.00000	1.00000	both
GI_9966874-A	GI_9966874-A	GI_9966874	NM_020397.1	CAMK1D	57118	10	10p13	12431588	12911740	calcium/calmodulin-dependent protein kinase ID	0.936170	0.909091	both
GI_23943849-I	GI_23943849-I	GI_23943849	NM_153498.1	CAMK1D	57118	10	10p13	12431588	12911740	calcium/calmodulin-dependent protein kinase ID	1.00000	1.00000	both
GI_31982914-S	GI_31982914-S	GI_31982914	NM_031455.2	CCDC3	83643	10	10p13	12978630	13083709	coiled-coil domain containing 3	1.00000	1.00000	both
GI_34147604-S	GI_34147604-S	GI_34147604	NM_021980.3	OPTN	10133	10	10p13	13182087	13220281	optineurin	1.00000	1.00000	both
GI_17999532-S	GI_17999532-S	GI_17999532	NM_006214.2	PHYH	5264	10	10pter-p11.2	13359801	13382135	phytanoyl-CoA 2-hydroxylase	0.994681	1.00000	both
GI_45269154-S	GI_45269154-S	GI_45269154	NM_012247.3	SEPHS1	22929	10	10p14	13400085	13430285	selenophosphate synthetase 1	0.957447	0.863636	control
GI_17999533-S	GI_17999533-S	GI_17999533	NM_003675.2	PRPF18	8559	10	10p13	13668944	13712873	PRP18 pre-mRNA processing factor 18 homolog (S. cerevisiae)	0.914894	0.806818	control
GI_33469134-S	GI_33469134-S	GI_33469134	NM_018027.2	FRMD4	55691	10	10p13	13725717	14412888	FERM domain containing 4A	1.00000	0.960227	both
GI_40254981-S	GI_40254981-S	GI_40254981	NM_031453.2	C10orf45	83641	10	10p13	14600564	14856901	"family with sequence similarity 107, member B"	1.00000	1.00000	both
GI_10047093-S	GI_10047093-S	GI_10047093	NM_016299.1	HSP70-4	51182	10	10p13	14920266	14953745	heat shock 70kDa protein 14	0.994681	0.977273	both
GI_34147611-S	GI_34147611-S	GI_34147611	NM_024670.3	SUV39H2	79723	10	10p13	14960904	14986319	suppressor of variegation 3-9 homolog 2 (Drosophila)	1.00000	1.00000	both
GI_11968040-S	GI_11968040-S	GI_11968040	NM_022487.1	DCLRE1C	64421	10	10p13	14988875	15036099	"DNA cross-link repair 1C (PSO2 homolog, S. cerevisiae)"	1.00000	1.00000	both
GI_8922870-S	GI_8922870-S	GI_8922870	NM_018324.1	FLJ11106	55301	10	10p13	15125950	15155856	oleoyl-ACP hydrolase	1.00000	1.00000	both
GI_4758815-S	GI_4758815-S	GI_4758815	NM_004808.1	NMT2	9397	10	10p13	15182980	15250662	N-myristoyltransferase 2	1.00000	1.00000	both
GI_37551029-S	GI_37551029-S	GI_37551029	XM_167709.2	LOC221061	221061	10	10p13	15293647	15453063	chromosome 10 open reading frame 38	1.00000	1.00000	both
GI_13376430-S	GI_13376430-S	GI_13376430	NM_024948.1	FLJ13397	80013	10	10p13	15860180	15942524	chromosome 10 open reading frame 97	1.00000	1.00000	both
GI_34577082-A	GI_34577082-A	GI_34577082	NM_152724.2	RSU1	6251	10	10p13	16672620	16899458	Ras suppressor protein 1	1.00000	1.00000	both
GI_4507894-S	GI_4507894-S	GI_4507894	NM_003380.1	VIM	7431	10	10p13	17311303	17319597	vimentin	0.994681	1.00000	both
GI_21265027-S	GI_21265027-S	GI_21265027	NM_003473.2	STAM	8027	10	10p14-p13	17726129	17797912	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1	0.962766	0.926136	both
GI_22749432-S	GI_22749432-S	GI_22749432	NM_152725.1	SLC39A12	221074	10	10p12.33	18280826	18372217	"solute carrier family 39 (zinc transporter), member 12"	0.957447	0.875000	control
GI_32698917-S	GI_32698917-S	GI_32698917	NM_182543.1	NOPD1	221078	10	10p12.33	18874495	18980555	"NOL1/NOP2/Sun domain family, member 6"	1.00000	1.00000	both
GI_40255004-S	GI_40255004-S	GI_40255004	NM_032812.7	PLXDC2	84898	10	10p12.32-p12.31	20145377	20609120	plexin domain containing 2	0.978723	0.937500	both
GI_5453757-S	GI_5453757-S	GI_5453757	NM_006393.1	NEBL	10529	10	10p12	21110092	21503121	nebulette	1.00000	1.00000	both
GI_41149356-S	GI_41149356-S	GI_41149356	XM_370534.1	LOC387640	387640	10	10p12.31	21842412	21854616	chromosome 10 open reading frame 140	1.00000	0.937500	both
GI_21361911-S	GI_21361911-S	GI_21361911	NM_022365.2	DNAJC1	64215	10	10p12.31	22085512	22332475	"DnaJ (Hsp40) homolog, subfamily C, member 1"	0.968085	0.954545	both
GI_6912277-S	GI_6912277-S	GI_6912277	NM_012071.1	COMMD3	23412	10	10pter-q22.1	22645304	22649242	COMM domain containing 3	1.00000	1.00000	both
GI_39725706-S	GI_39725706-S	GI_39725706	NM_005180.5	BMI1	648	10	10p11.23	22650145	22660193	BMI1 polycomb ring finger oncogene	0.957447	0.988636	both
GI_20302162-S	GI_20302162-S	GI_20302162	NM_005028.3	PIP5K2A	5305	10	10p12.2	22865827	23043489	"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha"	0.968085	0.977273	both
GI_20149599-S	GI_20149599-S	GI_20149599	NM_012228.2	MSRB	22921	10	10p12	23424480	23450092	methionine sulfoxide reductase B2	1.00000	1.00000	both
GI_20977540-S	GI_20977540-S	GI_20977540	NM_020824.1	ARHGAP21	57584	10	10p12.1	24912548	25052549	Rho GTPase activating protein 21	0.973404	0.988636	both
GI_29740938-S	GI_29740938-S	GI_29740938	XM_166110.3	KIAA1136	57512	10	10p12.1	25504295	25931163	G protein-coupled receptor 158	0.973404	0.846591	control
GI_4503874-S	GI_4503874-S	GI_4503874	NM_000818.1	GAD2	2572	10	10p11.23	26545599	26633492	"glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)"	0.989362	0.943182	both
GI_42659544-S	GI_42659544-S	GI_42659544	XM_374779.1	ANKRD26	22852	10	10pter-q22.1	27334444	27429410	ankyrin repeat domain 26	0.968085	0.892045	control
GI_34222129-S	GI_34222129-S	GI_34222129	NM_021252.3	RAB18	22931	10	10p12.1	27833254	27869104	"RAB18, member RAS oncogene family"	1.00000	1.00000	both
GI_27734826-S	GI_27734826-S	GI_27734826	NM_173576.1	C10orf48	283078	10	10p12.1	28001808	28074752	mohawk homeobox	0.973404	0.892045	control
GI_18379331-A	GI_18379331-A	GI_18379331	NM_100486.1	WAC	51322	10	null	28861705	28949477	WW domain containing adaptor with coiled-coil	1.00000	1.00000	both
GI_6912533-S	GI_6912533-S	GI_6912533	NM_012342.1	BAMBI	25805	10	10p12.3-p11.2	29006429	29011873	BMP and activin membrane-bound inhibitor homolog (Xenopus laevis)	0.973404	0.977273	both
GI_21361703-S	GI_21361703-S	GI_21361703	NM_018109.2	FLJ10486	55149	10	10p11.23	30641764	30678253	PAP associated domain containing 1	1.00000	1.00000	both
GI_33300650-S	GI_33300650-S	GI_33300650	NM_182755.1	LOC220929	220929	10	10p11.23	31173568	31313360	zinc finger protein 438	0.994681	0.988636	both
GI_26986533-S	GI_26986533-S	GI_26986533	NM_018287.4	ARHGAP12	94134	10	10pter-cen	32135230	32257775	Rho GTPase activating protein 12	1.00000	1.00000	both
GI_4758647-S	GI_4758647-S	GI_4758647	NM_004521.1	KIF5B	3799	10	10pter-q22.1	32340076	32385220	kinesin family member 5B	0.989362	0.988636	both
GI_19743812-I	GI_19743812-I	GI_19743812	NM_002211.2	ITGB1	3688	10	10p11.2	33229325	33287203	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"	1.00000	1.00000	both
GI_19482173-S	GI_19482173-S	GI_19482173	NM_003591.2	CUL2	8453	10	10p11.21	35338803	35419299	cullin 2	1.00000	0.971591	both
GI_32171183-A	GI_32171183-A	GI_32171183	NM_181698.1	C10orf9	219771	10	10p11.21	35575958	35899163	cyclin Y	0.994681	1.00000	both
GI_32171246-I	GI_32171246-I	GI_32171246	NM_145012.3	C10orf9	219771	10	10p11.21	35575958	35899163	cyclin Y	1.00000	1.00000	both
GI_32698747-S	GI_32698747-S	GI_32698747	NM_021045.1	ZNF248	57209	10	null	38157904	38186491	zinc finger protein 248	1.00000	1.00000	both
GI_24462252-S	GI_24462252-S	GI_24462252	NM_145011.2	ZNF25	219749	10	10p11.21	38278800	38305458	zinc finger protein 25	1.00000	1.00000	both
GI_28274681-S	GI_28274681-S	GI_28274681	NM_006974.1	ZNF33A	7581	10	10p11.2	38341275	38388309	zinc finger protein 33A	1.00000	1.00000	both
GI_24307874-S	GI_24307874-S	GI_24307874	NM_006955.1	ZNF11B	7582	10	10q11.2	42404560	42453997	zinc finger protein 33B	1.00000	1.00000	both
GI_41281482-S	GI_41281482-S	GI_41281482	NM_014753.2	BMS1L	9790	10	10q11.21	42598264	42646855	"BMS1 homolog, ribosome assembly protein (yeast)"	1.00000	1.00000	both
GI_21687176-S	GI_21687176-S	GI_21687176	NM_145313.1	RASGEF1A	221002	10	10q11.21	43009989	43082372	"RasGEF domain family, member 1A"	1.00000	1.00000	both
GI_5032244-S	GI_5032244-S	GI_5032244	NM_005674.1	ZNF239	8187	10	10q11.22-q11.23	43371800	43383912	zinc finger protein 239	0.914894	0.835227	control
GI_24307924-S	GI_24307924-S	GI_24307924	NM_006973.1	ZNF32	7580	10	10q22-q25	43459312	43464331	zinc finger protein 32	1.00000	1.00000	both
GI_40316923-I	GI_40316923-I	GI_40316923	NM_199168.1	CXCL12	6387	10	10q11.1	44185610	44200547	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)	0.930851	0.892045	control
GI_30474872-A	GI_30474872-A	GI_30474872	NM_178145.1	RASSF4	83937	10	10q11.21	44775224	44810177	Ras association (RalGDS/AF-6) domain family 4	1.00000	1.00000	both
GI_5901937-S	GI_5901937-S	GI_5901937	NM_007021.1	C10orf10	11067	10	10q11.21	44791714	44794262	chromosome 10 open reading frame 10	0.994681	1.00000	both
GI_5902159-S	GI_5902159-S	GI_5902159	NM_006963.1	ZNF22	7570	10	10q11	44815927	44820779	zinc finger protein 22 (KOX 15)	1.00000	1.00000	both
GI_4502056-S	GI_4502056-S	GI_4502056	NM_000698.1	ALOX5	240	10	10q11.2	45189634	45261570	arachidonate 5-lipoxygenase	1.00000	1.00000	both
GI_19263342-S	GI_19263342-S	GI_19263342	NM_133446.1	MRIP2	119016	10	10q11.21	45641066	45662926	"centaurin, gamma-like family, member 1"	1.00000	0.994318	both
GI_40255102-S	GI_40255102-S	GI_40255102	NM_153034.2	ZNF488	118738	10	10q11.22	47975094	47993871	zinc finger protein 488	0.994681	1.00000	both
GI_11641417-S	GI_11641417-S	GI_11641417	NM_004962.2	GDF10	2662	10	10q11.22	48045794	48059171	growth differentiation factor 10	0.978723	0.943182	both
GI_40255112-S	GI_40255112-S	GI_40255112	NM_152428.2	MGC35285	143162	10	10q11.22	49034607	49152918	FERM and PDZ domain containing 2	0.968085	0.857955	control
GI_34013589-S	GI_34013589-S	GI_34013589	NM_021226.2	ARHGAP22	58504	10	10q11.22	49324084	49483143	Rho GTPase activating protein 22	0.994681	0.994318	both
GI_42659320-S	GI_42659320-S	GI_42659320	XM_378226.1	LOC170371	170371	10	10q11.22	50032774	50066445	chromosome 10 open reading frame 128	0.978723	1.00000	both
GI_8922715-S	GI_8922715-S	GI_8922715	NM_018245.1	FLJ10851	55753	10	10q11.23	50612716	50640374	oxoglutarate dehydrogenase-like	1.00000	1.00000	both
GI_42659497-S	GI_42659497-S	GI_42659497	XM_378228.1	LOC399768	399768	10	10q11.23	50892260	51041331	hypothetical gene supported by AK093334; AL833330; BC020871; BC032492	1.00000	1.00000	both
GI_14149616-S	GI_14149616-S	GI_14149616	NM_005437.1	NCOA4	8031	10	10q11.2	51242372	51260737	nuclear receptor coactivator 4	1.00000	1.00000	both
GI_45433538-S	GI_45433538-S	GI_45433538	NM_006327.2	TIMM23	10431	10	10q11.21-q11.23	51262093	51293341	translocase of inner mitochondrial membrane 23 homolog (yeast)	1.00000	0.982955	both
GI_14149674-S	GI_14149674-S	GI_14149674	NM_015235.1	CSTF2T	23283	10	10q11	53125251	53129360	"cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant"	0.962766	0.897727	control
GI_4507400-I	GI_4507400-I	GI_4507400	NM_003201.1	TFAM	7019	10	10q21	59815181	59825902	"transcription factor A, mitochondrial"	1.00000	1.00000	both
GI_33469020-S	GI_33469020-S	GI_33469020	NM_032439.1	KIAA1796	84457	10	10q11	60606352	60677061	phytanoyl-CoA 2-hydroxylase interacting protein-like	0.989362	1.00000	both
GI_34916027-S	GI_34916027-S	GI_34916027	NM_194298.1	SLC16A9	220963	10	10q21.1	61080528	61165765	"solute carrier family 16, member 9 (monocarboxylic acid transporter 9)"	1.00000	0.988636	both
GI_32967598-A	GI_32967598-A	GI_32967598	NM_001149.2	ANK3	288	10	10q21	61458164	61819493	"ankyrin 3, node of Ranvier (ankyrin G)"	1.00000	1.00000	both
GI_34222197-S	GI_34222197-S	GI_34222197	NM_032804.4	C10orf22	84890	10	10q21.2	64234521	64238244	2-aminoethanethiol (cysteamine) dioxygenase	1.00000	1.00000	both
GI_13540514-S	GI_13540514-S	GI_13540514	NM_030759.1	NRBF2	29982	10	10q21.2	64563058	64584789	nuclear receptor binding factor 2	0.952128	0.886364	control
GI_32698673-S	GI_32698673-S	GI_32698673	NM_004241.1	TRIP8	221037	10	10q21.2	64596990	64698987	jumonji domain containing 1C	0.989362	1.00000	both
GI_41406092-I	GI_41406092-I	GI_41406092	NM_021800.2	JDP1	56521	10	10q22.1	69226432	69267942	"DnaJ (Hsp40) homolog, subfamily C, member 12"	0.984043	0.948864	both
GI_13775598-S	GI_13775598-S	GI_13775598	NM_012238.3	SIRT1	23411	10	10q21.3	69314432	69348148	sirtuin (silent mating type information regulation 2 homolog) 1 (S. cerevisiae)	0.989362	1.00000	both
GI_14141158-A	GI_14141158-A	GI_14141158	NM_021644.2	HNRPH3	3189	10	10q22	69761884	69772953	heterogeneous nuclear ribonucleoprotein H3 (2H9)	1.00000	1.00000	both
GI_31652216-S	GI_31652216-S	GI_31652216	NM_152707.2	SLC25A16	8034	10	10q21.3	69912102	69957589	"solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16"	0.856383	0.937500	case
GI_29789087-S	GI_29789087-S	GI_29789087	NM_018237.1	CCAR1	55749	10	10q21.3	70150976	70221314	cell division cycle and apoptosis regulator 1	1.00000	1.00000	both
GI_39932584-S	GI_39932584-S	GI_39932584	NM_152709.2	C10orf24	219736	10	10q21.3	70257386	70322820	storkhead box 1	0.957447	0.914773	both
GI_13129005-S	GI_13129005-S	GI_13129005	NM_024045.1	DDX50	79009	10	10q21.3	70331039	70376608	DEAD (Asp-Glu-Ala-Asp) box polypeptide 50	1.00000	1.00000	both
GI_13787208-S	GI_13787208-S	GI_13787208	NM_004728.1	DDX21	9188	10	10q21	70385897	70414284	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21	0.984043	0.994318	both
GI_24308112-S	GI_24308112-S	GI_24308112	NM_015634.1	KIAA1279	26128	10	10q21.3	70418498	70446743	KIAA1279	0.973404	0.897727	control
GI_17978518-S	GI_17978518-S	GI_17978518	NM_004896.2	VPS26	9559	10	10q21.1	70553913	70602622	vacuolar protein sorting 26 homolog A (S. pombe)	1.00000	1.00000	both
GI_31543666-S	GI_31543666-S	GI_31543666	NM_003171.2	SUPV3L1	6832	10	10q22.1	70609998	70638854	"suppressor of var1, 3-like 1 (S. cerevisiae)"	1.00000	1.00000	both
GI_4504390-A	GI_4504390-A	GI_4504390	NM_000188.1	HK1	3098	10	10q22	70699761	70831640	hexokinase 1	1.00000	1.00000	both
GI_21687152-S	GI_21687152-S	GI_21687152	NM_145306.1	C10orf35	219738	10	10q21.3	71060019	71063357	chromosome 10 open reading frame 35	1.00000	1.00000	both
GI_8923919-S	GI_8923919-S	GI_8923919	NM_018649.1	H2AFY2	55506	10	10q22	71482623	71556244	"H2A histone family, member Y2"	1.00000	1.00000	both
GI_27734876-S	GI_27734876-S	GI_27734876	NM_173555.1	MGC34695	219743	10	10q22.1	71567738	71576501	trypsin domain containing 1	1.00000	1.00000	both
GI_21361614-S	GI_21361614-S	GI_21361614	NM_020150.3	SARA1	56681	10	10q22.1	71579965	71600274	SAR1 gene homolog A (S. cerevisiae)	0.984043	0.994318	both
GI_29171760-S	GI_29171760-S	GI_29171760	NM_021129.2	PP	5464	10	10q11.1-q24	71632591	71663195	pyrophosphatase (inorganic) 1	1.00000	1.00000	both
GI_8922643-A	GI_8922643-A	GI_8922643	NM_018205.1	FLJ10751	55222	10	10q22.1	71728734	71812387	leucine rich repeat containing 20	0.994681	0.994318	both
GI_31542585-S	GI_31542585-S	GI_31542585	NM_004096.3	EIF4EBP2	1979	10	10q21-q22	71833927	71853675	eukaryotic translation initiation factor 4E binding protein 2	1.00000	1.00000	both
GI_22050996-S	GI_22050996-S	GI_22050996	XM_166125.2	KIAA1274	27143	10	10q22.1	71908569	71998210	KIAA1274	0.994681	1.00000	both
GI_22749412-S	GI_22749412-S	GI_22749412	NM_152710.1	C10orf27	219793	10	10q22.1	72201000	72215162	chromosome 10 open reading frame 27	0.776596	0.903409	case
GI_31982935-S	GI_31982935-S	GI_31982935	NM_003901.2	SGPL1	8879	10	10q21	72245721	72309872	sphingosine-1-phosphate lyase 1	0.989362	0.994318	both
GI_4557830-S	GI_4557830-S	GI_4557830	NM_000281.1	PCBD	5092	10	10q22	72313272	72318546	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha	1.00000	1.00000	both
GI_16507961-I	GI_16507961-I	GI_16507961	NM_022124.2	CDH23	64072	10	10q21-q22	72826696	73245658	cadherin-like 23	0.978723	0.926136	both
GI_11386146-S	GI_11386146-S	GI_11386146	NM_002778.1	PSAP	5660	10	10q21-q22	73246063	73281014	prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)	1.00000	1.00000	both
GI_19923280-S	GI_19923280-S	GI_19923280	NM_004273.2	CHST3	9469	10	10q22.1	73394125	73443317	carbohydrate (chondroitin 6) sulfotransferase 3	0.978723	0.994318	both
GI_7662035-S	GI_7662035-S	GI_7662035	NM_014767.1	SPOCK2	9806	10	10pter-q25.3	73488798	73518772	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2"	1.00000	1.00000	both
GI_7705601-S	GI_7705601-S	GI_7705601	NM_015947.1	ASCC1	51008	10	10pter-q25.3	73526283	73645699	activating signal cointegrator 1 complex subunit 1	1.00000	1.00000	both
GI_27735038-S	GI_27735038-S	GI_27735038	NM_173473.1	LOC119504	119504	10	10q22.1	73645811	73665623	chromosome 10 open reading frame 104	1.00000	1.00000	both
GI_9506686-S	GI_9506686-S	GI_9506686	NM_019058.1	DDIT4	54541	10	10pter-q26.12	73703682	73705802	DNA-damage-inducible transcript 4	0.994681	1.00000	both
GI_11386184-S	GI_11386184-S	GI_11386184	NM_006077.1	CBARA1	10367	10	10q22.1	73797103	74055842	calcium binding atopy-related autoantigen 1	1.00000	1.00000	both
